	CK_m6A_1	CK_m6A_2	CK_m6A_3	CK_m6A_4	RSV_m6A_1	RSV_m6A_2	RSV_m6A_3	RSV_m6A_4
21926161_21926945_Os01g0571166	133.8810853	117.1034847	120.2885795	125.8886947	110.1267849	115.14807	111.2592655	109.5241071
21962916_21963333_Os01g0571700	229.3698005	224.4483456	219.5266576	227.3864547	232.5467924	224.5387365	186.2516986	240.9530355
21996610_21996997_Os01g0572300	237.2451584	241.5259371	245.0879807	237.6149112	204.3748242	220.4263054	191.1692352	216.5207347
22027119_22027269_Os01g0572700	44.2988885	38.42458091	45.86002093	40.12702142	35.85523231	38.65685207	38.11090863	32.01473899
22430510_22430779_Os01g0579600	88.597777	107.3448609	103.7488998	123.5282816	103.9801737	83.89359385	95.89196364	111.2090933
22453876_22454027_Os01g0580100	16.73513566	17.07759151	21.05050141	33.04578235	11.2687873	14.80475186	19.05545431	15.16487636
22454711_22454951_Os01g0580100	35.4391108	36.59483896	34.5829666	54.28949957	37.90410273	32.89944857	39.34029278	27.80227333
22455218_22455577_Os01g0580100	20.67281463	29.88578515	30.82394849	32.25897801	33.80636189	28.7870175	43.6431373	30.32975273
22455785_22456233_Os01g0580100	27.56375285	29.88578515	36.83837747	28.3249563	44.56293158	38.65685207	34.42275618	47.17961535
2250837_2251458_Os01g0141700	81.70683879	73.7995919	87.96102375	77.10682548	88.61364556	83.89359385	73.76304896	96.04421696
22618226_22618345_Os01g0583100	169.3201961	155.5280656	151.8643316	168.3761291	207.9603474	182.5919395	201.6190005	199.6708721
22676174_22676384_Os01g0584032	34.45469106	34.15518303	27.81673401	35.40619537	33.29414429	44.41425557	31.34929581	26.9597802
22677893_22678184_Os01g0584100	45.28330825	37.81466693	33.83116298	47.99506484	54.29506607	48.52668664	38.7256007	33.69972525
22727080_22728388_Os01g0584800	514.8515264	499.5195518	550.3202512	487.8186918	575.7325873	538.7284703	571.0489373	625.1299034
2273314_2273724_Os01g0142200	75.80032033	83.55821563	86.45741651	81.04084719	56.85615409	61.68646606	60.23982331	65.71446424
22767948_22768127_Os01g0585600	41.34562927	43.91380675	43.60461007	40.12702142	40.97740835	58.39652121	55.93697879	48.02210848
22772048_22772439_Os01g0585650	503.0384894	499.5195518	464.6146383	514.5700394	470.2157608	474.5745456	430.2844522	529.9281796
2283832_2284775_Os01g0142500	184.0864922	182.3642808	169.1558149	152.6400423	177.7395087	195.751719	172.1137809	174.3960782
22879992_22880381_Os01g0587400	26.5793331	17.6875055	24.0577159	18.09649986	32.26970908	41.12431071	31.34929581	31.17224586
22908289_22908675_Os01g0588200	298.2791826	330.5733786	346.5814697	302.1328672	283.7685528	292.8050922	285.8318147	281.3927058
22918511_22918661_Os01g0588500	9.844197445	7.318967792	13.53246519	15.73608683	14.34209292	10.69232078	13.52322564	15.16487636
22918720_22919345_Os01g0588500	563.0880938	578.8083696	618.7343808	595.6108866	477.8990249	531.3260944	518.800111	525.7157139
22951501_22952187_Os01g0588800	265.793331	329.3535506	338.3116298	267.5134762	282.7441176	342.1542651	309.8048056	320.1473899
22980026_22980475_Os01g0589000	529.6178225	556.2415522	574.3779671	501.1943656	342.6735773	363.5389067	342.3834856	387.5468404
22983420_22985787_Os01g0589100	336.6715526	317.155271	316.5093248	296.6252368	245.3522325	264.840561	244.0327536	267.0703226
23002162_23002368_Os01g0589700	45.28330825	28.0560432	33.07935936	31.47217367	26.12309782	36.18939342	28.27583543	26.9597802
23105726_23106077_Os01g0591250	244.1360966	283.6100019	249.5988024	261.2190414	153.6652813	187.5268568	177.6460096	165.1286537
23105852_23106301_Os01g0591000	229.3698005	264.7026685	232.3073191	249.4169763	140.3476236	171.8996188	170.8843967	154.176243
23226304_23226605_Os01g0593200	101.3952337	87.21769952	95.47905997	99.92415139	74.27155264	80.60364899	92.2038112	88.46177878
23243161_23243992_Os01g0593600	693.0315001	659.3170153	728.4977095	655.4080166	704.299206	713.9180339	739.4745658	740.5514624
23322603_23322871_Os01g0595100	322.8896762	349.4807121	402.9667413	320.229367	311.4283035	333.929403	370.659321	369.8544846
23331339_23331517_Os01g0595300	23.62607387	25.00647329	19.54689417	24.39093459	18.95205136	25.49707264	30.11991166	36.22720464
23541688_23542046_Os01g0599550	54.14308595	65.26079615	63.15150423	70.02558641	51.73397804	57.57403499	41.79906108	60.65950545
23575980_23576519_Os01g0600200	659.5612288	641.0195958	690.1557248	684.5197772	767.814189	722.142896	740.7039499	748.9763937
23577236_23577681_Os01g0600300	133.8810853	112.2241728	132.3174374	127.4623033	146.4942349	146.4025461	146.9114058	128.058956
2357870_2358368_Os01g0143300	401.6432558	451.9462612	439.0533151	388.6813448	350.3568414	389.0359793	362.053632	327.7298281
23579821_23580592_Os01g0600300	424.2849099	408.6423684	442.8123333	442.9708443	501.9732523	481.9769215	429.6697602	449.048839
23640489_23640609_Os01g0601675	6.890938211	4.269397879	6.014428975	6.294434733	5.634393648	6.579889713	7.99099697	5.054958788
23682414_23682769_Os01g0602466	160.4604184	157.3578075	154.1197425	147.9192162	139.835406	142.2901151	121.0943387	131.4289285
23682979_23684171_Os01g0602500	177.195554	153.0884096	150.3607244	177.8177812	118.3222666	129.1303356	102.6535765	118.7915315
23683079_23684210_Os01g0602466	160.4604184	120.7629686	119.5367759	127.4623033	99.37021525	99.52083191	82.98343008	92.67424444
23732664_23733053_Os01g0602800	213.6190846	240.3061092	224.7892829	219.5184113	205.3992594	217.9588468	178.2607016	191.2459408
23776750_23776989_Os01g0603700	13.78187642	15.85776355	17.2914833	25.96454327	18.43983376	23.85210021	19.67014639	20.21983515
23776763_23776943_Os01g0603800	14.76629617	17.07759151	13.53246519	23.60413025	18.95205136	23.029614	15.98199394	15.16487636
23782667_23782904_Os01g0604000	45.28330825	36.59483896	54.12986077	37.7666084	36.87966752	31.25447614	41.79906108	33.69972525
2378824_2379330_Os01g0144000	668.4210065	689.8127144	711.2062262	733.3016464	778.0585411	742.7050514	732.0982609	797.8409953
23810543_23810752_Os01g0604500	23.62607387	19.51724745	15.03607244	18.09649986	29.19640345	29.60950371	28.27583543	37.06969778
23814940_23815567_Os01g0604700	681.2184632	637.9700259	712.7098335	682.1593642	740.1544383	745.9949963	740.0892579	815.5333511
23840437_23840798_Os01g0605000	60.04960441	44.52372073	51.12264628	68.45197772	78.36929347	81.4261352	80.52466178	69.08443676
23867029_23867205_Os01g0605700	14.76629617	14.63793558	33.07935936	22.81732591	21.51313938	25.49707264	19.05545431	16.84986263
2387998_2388597_Os01g0144200	550.2906372	556.2415522	564.60452	513.7832351	646.9308343	565.8705153	567.3607849	648.7197111
23883747_23884244_Os01g0606050	128.9589865	151.8685817	163.1413859	148.7060206	115.7611786	135.7102253	135.8469485	147.436298
23886850_23887119_Os01g0606133	28.54817259	31.10561312	30.07214487	22.03052157	47.1240196	30.43198992	51.0194422	37.06969778
23886929_23887107_Os01g0606166	41.34562927	43.91380675	41.3491992	34.61939103	62.49054774	58.39652121	74.99243311	50.54958788
23921034_23921302_Os01g0607100	11.81303693	12.19827965	10.52525071	11.80206512	20.48870418	19.73966914	22.74360676	25.27479394
23933118_23933449_Os01g0607200	104.3484929	112.8340868	129.310223	118.0206512	191.569384	192.4617741	205.3071529	226.6306523
23936702_23937209_Os01g0607300	56.11192544	49.4030326	44.35641369	55.07630392	53.78284846	44.41425557	46.1019056	48.86460161
23938394_23938782_Os01g0607400	690.0782409	679.4441767	726.9941023	636.5247124	703.2747708	718.030465	764.6769409	808.793406
23976020_23976348_Os01g0607900	90.56661649	91.4870974	125.5512048	107.7921948	82.97925191	77.31370413	67.61612821	61.50199858
24006377_24006793_Os01g0608101	59.06518467	58.55174234	48.1154318	66.0915647	83.49146952	89.65099734	86.05689045	116.2640521
24143788_24144292_Os01g0610300	428.2225889	418.4009921	424.0172427	423.3007358	392.358685	375.0537137	351.6038667	402.7117167
24189513_24189572_Os01g0611050	93.51987573	111.0043448	131.5656338	126.675499	142.9087116	139.8226564	113.7180338	155.8612293
24196410_24196587_Os01g0611300	7.875357956	11.58836567	14.28426881	12.58886947	8.19548167	5.757403499	7.376304896	11.79490384
24282910_24283300_Os01g0612600	436.0979468	412.3018523	472.1326745	424.8743445	433.3360933	467.9946559	438.2754492	480.2210848
24300917_24301062_Os01g0612800	237.2451584	207.3707541	223.2856757	242.3357372	240.2300565	213.0239295	232.9682963	210.6232828
24316729_24317113_Os01g0612900	149.6318012	178.0948829	187.9509055	171.5233465	258.6698902	253.325754	258.7853634	256.960405
24341750_24343585_Os01g0613300	475.4747366	533.6747348	493.9349795	476.0166267	482.5089833	472.1070869	498.5152725	495.3859612
24341750_24343585_Os01g0613400	475.4747366	533.6747348	493.9349795	476.0166267	482.5089833	472.1070869	498.5152725	495.3859612
24366864_24367154_Os01g0614300	26.5793331	14.0280216	26.31312676	23.60413025	26.63531543	18.91718293	15.36730187	18.53484889
24370819_24371146_Os01g0614500	135.8499247	128.0819364	105.2525071	132.1831294	132.6643595	125.0179046	155.5170949	137.3263804
24395080_24395410_Os01g0615200	256.9335533	245.795335	239.0735517	260.4322371	270.9631127	286.2252025	305.5019611	293.1876097
24464362_24465037_Os01g0616300	203.7748871	239.6961952	205.9941924	230.5336721	190.0327312	214.6689019	194.2426956	183.6635026
24485400_24485873_Os01g0616600	86.62893751	83.55821563	60.89609337	72.38599943	73.75933503	59.21900742	66.38674406	57.28953293
24598180_24598360_Os01g0618400	218.5411833	215.2996359	195.4689417	215.5843896	108.0779145	154.6274083	145.6820217	117.9490384
24604981_24605096_Os01g0618601	63.98728339	70.14010801	66.91052234	70.81239075	56.85615409	64.15392471	60.23982331	78.35186121
24631883_24632327_Os01g0618900	1085.814978	1110.653362	1102.895913	1042.515753	961.9446611	890.7525699	907.9001942	891.3577329
24633764_24634240_Os01g0619000	398.6899965	429.3794438	469.12546	399.6966056	473.2890665	426.8703452	500.3593488	469.2686741
24695920_24696251_Os01g0619800	119.1147891	146.9892698	153.3679389	123.5282816	74.27155264	88.00602492	78.06589348	86.77679252
24696531_24696884_Os01g0619900	338.6403921	318.375099	322.5237538	391.8285621	174.1539855	148.0475186	173.343165	192.9309271
24766170_24766681_Os01g0621300	536.5087607	547.7027564	455.5929948	502.7679743	493.265553	419.4679692	472.6982054	398.4992511
24812427_24812547_Os01g0621900	100.4108139	103.0754631	115.7777578	118.8074556	118.3222666	122.5504459	151.8289424	109.5241071
24817090_24817522_Os01g0622033	179.1643935	167.7263452	148.1053135	181.7518029	135.7376652	132.4202805	151.8289424	125.5314766
24819951_24820130_Os01g0622066	47.25214774	46.35346268	39.09378833	46.42145616	56.34393648	58.39652121	50.40475012	37.91219091
24838125_24838546_Os01g0622500	59.06518467	43.30389277	46.61182455	55.86310826	54.80728367	49.34917285	36.88152448	69.92692989
24843747_24844136_Os01g0622700	491.2254525	526.965681	512.7300701	612.1337778	762.1797953	697.4683096	656.4911357	723.7015998
24850617_24851268_Os01g0622901	179.1643935	153.0884096	139.8354737	127.4623033	162.3729806	166.9647015	162.2787077	150.8062705
24898946_24899506_Os01g0623500	113.2082706	121.3728826	123.295794	113.2998252	257.645455	323.2370822	278.4555098	298.2425685
24899014_24899282_Os01g0623550	88.597777	72.57976394	87.20922013	83.40126021	192.5938193	217.9588468	205.921845	213.9932553
24913550_24914030_Os01g0624000	501.0696499	484.2717022	569.8671453	512.9964308	647.9552696	660.45643	638.0503735	696.7418196
24913832_24914011_Os01g0624133	165.3825171	154.3082376	182.6882801	165.2289117	191.0571664	183.4144258	173.9578571	193.7734202
25004240_25004443_Os01g0626350	301.2324418	301.2975074	329.2899864	286.3967804	297.5984282	318.3021649	326.4014916	296.5575822
25011491_25012144_Os01g0626400	35.4391108	32.93535506	38.34198471	25.17773893	60.44167732	66.62138335	55.93697879	43.80964283
25019207_25019416_Os01g0626500	49.22098722	34.15518303	33.07935936	45.63465182	44.56293158	41.12431071	39.34029278	41.28216343
25043546_25043903_Os01g0627400	74.81590058	73.18967792	75.18036218	73.17280377	56.34393648	82.24862142	84.21281423	65.71446424
25043568_25043717_Os01g0627450	34.45469106	37.81466693	36.08657385	33.83258669	27.14753303	38.65685207	39.34029278	37.06969778
25063383_25063562_Os01g0627800	10.82861719	5.489225844	3.759018109	4.72082605	8.19548167	5.757403499	2.458768299	2.527479394
25117673_25118356_Os01g0628700	187.0397515	187.8535067	195.4689417	180.9649986	235.1078804	218.781333	263.0882079	210.6232828
25127262_25127437_Os01g0629000	3.937678978	2.439655931	0.751803622	9.4416521	3.073305626	4.112431071	6.761612821	6.73994505
25152107_25152497_Os01g0629900	313.0454787	323.2544108	324.027361	332.0314322	303.2328218	298.5624957	297.5109641	288.975144
25226873_25227233_Os01g0631100	101.3952337	104.905205	103.7488998	118.0206512	108.5901321	106.9232078	117.4061863	86.77679252
25234767_25235436_Os01g0631200	71.86264135	81.11855969	72.92495132	65.30476036	55.31950127	48.52668664	54.09290257	54.76205353
25330850_25331179_Os01g0632700	150.6162209	137.8405601	146.6017063	152.6400423	169.5440271	137.3551978	116.7914942	133.9564079
25421611_25422061_Os01g0634300	196.8839489	190.2931626	190.9581199	224.2392374	187.4716432	193.2842603	185.0223145	209.7807897
25473535_25474144_Os01g0635400	201.8060476	212.85998	198.4761562	194.3406724	192.0816016	176.834536	201.6190005	208.9382966
25476537_25476867_Os01g0635550	116.1615298	117.7133987	126.3030085	125.8886947	122.9322251	142.2901151	139.5351009	121.3190109
25490234_25490661_Os01g0636100	75.80032033	70.14010801	58.6406825	56.6499126	45.07514919	54.28409014	52.24882634	40.4396703
256366_256605_Os01g0104600	58.08076492	43.91380675	59.39248612	54.28949957	57.36837169	51.81663149	54.09290257	53.9195604
2569377_2569855_Os01g0147250	40.36120952	56.11208641	62.39970061	49.56867352	47.1240196	54.28409014	50.40475012	55.60454666
2569382_2570029_Os01g0147300	52.17424646	64.04096818	82.6983984	64.51795601	65.05163576	68.26635578	55.32228672	64.87197111
2575199_2575564_Os01g0147650	27.56375285	18.29741948	19.54689417	17.30969552	19.46426897	17.2722105	20.28483846	16.84986263
25799966_25800398_Os01g0642100	47.25214774	41.47415082	42.10100282	46.42145616	63.51498294	60.04149363	56.55167087	54.76205353
25800810_25801243_Os01g0642200	4856.1426	4509.703988	4242.427838	4648.44005	2852.539839	2909.13374	2911.796358	2705.245444
2580256_2581432_Os01g0147700	797.379993	794.1080054	711.2062262	706.5502988	733.4956095	685.9535026	684.7669711	652.9321767
2582446_2582803_Os01g0147700	254.9647138	223.8384316	223.2856757	255.711411	263.7920663	202.3316087	219.4450706	250.22046
25868115_25868266_Os01g0643300	8.8597777	14.0280216	17.2914833	9.4416521	7.683264066	11.514807	7.99099697	16.00736949
25926369_25928206_Os01g0644000	462.6772799	483.0518743	501.4530158	441.3972357	1235.981079	1183.557662	1135.950954	1221.61504
25933638_25933874_Os01g0644500	37.40795029	36.59483896	30.07214487	23.60413025	41.48962596	46.05922799	36.88152448	33.69972525
25933676_25933882_Os01g0644400	41.34562927	43.30389277	32.32755574	25.17773893	46.0995844	50.99414528	43.6431373	41.28216343
26008_26424_Os01g0100650	227.400961	211.030238	218.0230503	195.9142811	211.5458706	221.2487916	181.334162	204.7258309
26030_26892_Os01g0100600	422.3160704	444.0173794	470.6290673	466.5749746	493.7777706	458.1248213	441.9636017	449.048839
26051982_26053759_Os01g0646400	115.1771101	111.6142588	127.0548121	125.1018903	136.2498828	143.1126013	145.0673296	151.6487636
26078096_26078454_Os01g0647150	290.4038246	346.4311422	315.7575212	298.1988455	340.6247069	381.6336034	360.8242478	377.4369228
26078128_26078458_Os01g0647100	281.5440469	333.0130345	311.2466994	295.8384325	330.3803548	370.1187964	351.6038667	368.1694984
26110910_26111089_Os01g0647700	26.5793331	35.37501099	30.07214487	38.55341274	32.78192668	29.60950371	22.12891469	26.9597802
26111954_26112432_Os01g0647800	91.55103624	98.19615121	102.9970962	92.84291231	112.687873	106.1007216	92.81850327	125.5314766
26115234_26115770_Os01g0647850	82.69125854	105.515119	113.5223469	88.90889061	122.4200075	123.3729321	124.7824912	127.2164628
26119740_26120041_Os01g0648000	70.8782216	61.60131225	63.15150423	55.86310826	57.36837169	53.46160392	47.94598182	52.23457414
261901_263541_Os01g0104800	312.061059	303.1272494	274.408322	276.9551283	245.3522325	265.6630472	269.2351287	262.857857
26224850_26225117_Os01g0649900	47.25214774	53.06251649	39.09378833	29.89856498	44.56293158	35.36690721	43.02844522	42.12465656
26237787_26238284_Os01g0650100	129.9434063	121.3728826	132.3174374	135.3303468	117.810049	98.6983457	105.1123448	126.3739697
26298459_26298790_Os01g0651100	14.76629617	20.12716143	19.54689417	18.09649986	23.5620098	20.56215535	19.05545431	17.69235576
26369113_26369771_Os01g0652100	262.8400718	254.3341308	288.6925908	249.4169763	191.0571664	232.7635986	171.4990888	219.8907073
26385235_26385354_Os01g0652450	9.844197445	8.538795757	8.26983984	16.52289117	6.146611253	9.86983457	13.52322564	7.582438181
26532199_26532497_Os01g0654400	31.50143182	41.47415082	37.59018109	36.97980406	335.5025309	334.7518892	365.7417844	364.7995258
2653740_2655564_Os01g0148700	272.6842692	315.935443	330.7935936	291.9044108	269.4264599	332.2844305	335.0071807	324.3598555
26602038_26603146_Os01g0655400	736.3459689	742.8752309	790.8974102	755.332168	737.0811327	731.1902444	655.8764436	650.4046973
26606401_26608057_Os01g0655400	1497.302431	1438.177171	1337.458643	1532.694858	1520.26185	1325.847777	1322.202653	1331.139147
26617172_26617644_Os01g0655500	324.8585157	321.4246689	330.7935936	276.1683239	402.0908194	393.1484104	391.5588515	406.0816893
