	CK_Input_1	CK_Input_2	CK_Input_3	CK_Input_4	CK_m6A_1	CK_m6A_2	CK_m6A_3	CK_m6A_4	RSV_Input_1	RSV_Input_2	RSV_Input_3	RSV_Input_4	RSV_m6A_1	RSV_m6A_2	RSV_m6A_3	RSV_m6A_4
17266184_17266690_Os01g0500500	203.2379357	180.0001256	195.6962848	211.5650468	266.7777508	250.0647329	269.1456966	257.2850197	192.0946669	169.410932	230.5095615	197.977615	224.3513107	245.923378	234.8123725	244.3230081
172796_173246_Os01g0103050	166.4943541	128.1819077	303.5936959	143.0815634	87.61335726	71.96984995	75.18036218	76.32002114	128.5339315	127.4201882	78.50687963	88.35364638	57.8805893	67.44386956	59.62513124	43.80964283
17303464_17303705_Os01g0500900	182.5696711	212.7274212	217.9104577	206.6733694	117.1459496	88.43752749	105.2525071	98.35054271	115.8217845	136.1079283	103.5622667	71.99186001	84.00368712	79.78116277	70.07489651	106.1541345
17325640_17325760_Os01g0501000	65.44950473	66.81822846	62.41124759	68.48348334	26.5793331	29.88578515	22.55410865	18.09649986	70.6230393	56.47031066	115.2547807	104.7154327	32.78192668	41.94679692	22.74360676	27.80227333
17460355_17461045_Os01g0503400	376.6217114	375.0002618	388.2191164	355.8695295	179.1643935	154.3082376	155.6233497	160.5080857	230.2311081	195.4741523	225.4984841	196.3414364	108.5901321	111.0356389	114.3327259	98.57169636
1754373_1755952_Os01g0131800	167.6425911	152.7273793	190.407196	193.2212566	100.4108139	84.16812961	86.45741651	95.20332534	196.3320493	211.4016758	243.8724346	273.2418323	116.2733962	111.8581251	103.8829606	109.5241071
17564356_17565044_Os01g0504950	1064.415629	1085.455303	1056.759938	1033.366847	1432.330728	1515.636247	1506.614458	1464.24288	1180.817217	1071.487946	1433.168143	1215.680727	1301.544933	1277.321091	1427.929689	1215.717588
17583762_17584089_Os01g0505700	228.4991481	248.1819914	242.2402661	211.5650468	160.4604184	137.8405601	156.3751533	144.7719989	235.8809513	196.922109	257.2353077	204.5223296	152.6408461	110.2131527	125.3971832	123.8464903
17607298_17607509_Os01g0506100	13.7788431	2.727274631	9.520359802	8.560435418	3.937678978	12.80819364	10.52525071	13.37567381	5.649843144	15.92752352	16.70359141	6.544714547	11.7810049	12.33729321	10.44976527	25.27479394
17705859_17706364_Os01g0507300	164.1978803	204.5455973	200.9853736	214.0108854	726.5017714	822.1640486	826.2321804	679.7989512	173.7326767	209.9537191	238.8613572	256.880046	675.6150202	778.0719586	815.696383	773.4086945
17741466_17741584_Os01g0507700	1103.455685	1059.546194	1025.025405	1133.646233	546.3529582	487.9311861	544.3058222	552.3366478	1035.333756	1016.465592	1277.824743	1529.827025	556.2683184	551.0657635	516.9560348	467.5836878
17794258_17794497_Os01g0508300	41.3365293	31.36365826	32.79235043	28.12714494	32.48585157	31.10561312	37.59018109	35.40619537	40.9613628	23.16730694	45.09969681	32.72357273	33.80636189	38.65685207	28.89052751	27.80227333
17798265_17798679_Os01g0508500	283.6145205	261.8183646	269.7435277	244.5838691	167.3513566	161.0172914	180.4328692	152.6400423	624.3076674	629.8611573	806.7834652	842.6319979	427.7016997	443.3200694	426.5962998	361.4295533
17898165_17898610_Os01g0509900	43.63300315	21.81819705	25.38762614	37.91049971	45.28330825	50.01294658	57.13707526	47.2082605	19.774451	17.3754802	20.04430969	39.26828728	50.19732523	55.10657635	51.63413427	55.60454666
17907549_17910037_Os01g0510100	680.9044965	750.0005235	671.7142749	670.1598013	913.5415229	1007.577899	1096.129681	953.6068621	918.0995109	862.9821834	775.0466415	795.1828174	1210.882417	1247.711587	1164.226789	1282.274546
17959966_17960325_Os01g0510701	33.29887083	40.90911947	43.37052799	42.80217709	47.25214774	40.86423684	51.87444991	38.55341274	63.56073537	63.71009408	63.47364736	42.54064455	58.90502451	45.23674178	60.85451539	65.71446424
17968157_17968485_Os01g0510800	337.581656	354.545702	362.8314902	359.5382876	318.9519972	335.4526905	296.9624306	357.9959754	313.5662945	327.2382105	319.038596	242.1544382	343.6980125	324.0595684	329.474952	310.8799654
17994679_17995660_Os01g0511200	259.5015451	229.091069	221.083911	244.5838691	272.6842692	285.4397439	303.7286632	264.3662588	210.4566571	225.8812426	187.0802238	212.7032228	255.5965846	281.2902852	257.5559793	275.4952539
18016877_18017027_Os01g0511600	583.3043579	703.6368548	694.9862656	651.8160111	322.8896762	358.6294218	348.0850769	354.8487581	396.9014809	401.0840013	611.3514457	579.2072374	208.9847826	226.1837089	229.2801438	194.6159133
1801982_1802307_Os01g0132766	27.5576862	28.63638363	26.44544389	31.79590298	45.28330825	60.38148428	61.64789699	41.70063011	24.01183336	18.82343689	23.38502798	31.0873941	28.17196824	41.94679692	44.87252145	48.02210848
18023341_18023518_Os01g0511700	48.22595085	40.90911947	49.71743452	36.68758036	36.42353055	37.81466693	39.09378833	30.68536932	32.48659808	40.54278714	40.08861939	40.90446592	36.87966752	28.7870175	32.57867996	30.32975273
18128264_18128862_Os01g0513400	394.9935022	387.2729976	368.120579	372.9904004	826.9125854	772.1511021	817.2105369	743.5301029	456.2248339	492.3052724	539.5260026	479.4003405	1101.780067	1037.155116	1049.894063	1112.933426
18130333_18130572_Os01g0513500	8.037658475	1.363637316	3.173453267	12.22919345	7.875357956	10.97845169	6.014428975	11.01526078	8.474764716	13.03161015	10.02215485	4.90853591	7.171046462	6.579889713	5.532228672	8.424931313
18154849_18155343_Os01g0513900	143.5296156	92.72733746	143.8632148	113.7314991	120.0992088	107.3448609	78.93938029	92.84291231	76.27288245	72.39783418	95.21047104	98.1707182	64.53941815	45.23674178	54.70759464	76.66687494
18157273_18157574_Os01g0513900	53.96713548	51.81821799	66.64251861	44.02509643	43.31446876	44.52372073	53.37805715	45.63465182	33.89905887	43.43870051	25.05538712	11.45325046	23.0497922	24.67458643	33.80806411	31.17224586
18232731_18232911_Os01g0515300	0	1.363637316	1.057817756	0	2.953259233	3.659483896	5.262625353	3.147217367	2.824921572	0	3.340718282	1.636178637	7.171046462	5.757403499	6.146920746	5.054958788
18288549_18288878_Os01g0516600	6.88942155	8.181823893	1.057817756	9.783354763	11.81303693	16.46767753	21.05050141	12.58886947	12.71214707	17.3754802	20.04430969	14.72560773	17.41539855	19.73966914	17.21137809	26.11728707
18298220_18298788_Os01g0516700	56.26360933	47.72730604	51.83307003	47.69385447	119.1147891	139.060388	127.0548121	140.0511728	48.02366673	76.74170423	76.83652049	89.98982501	185.9349904	154.6274083	129.7000277	142.3813392
18435880_18436449_Os01g0519050	8.037658475	9.545461209	11.63599531	17.12087084	22.64165412	20.12716143	20.29869779	17.30969552	1.412460786	5.791826734	8.351795706	9.81707182	18.43983376	20.56215535	17.21137809	18.53484889
185217_185450_Os01g0103400	63.15303088	58.63640457	57.12215881	63.59180596	64.97170314	54.89225844	67.66232596	65.30476036	45.19874515	63.71009408	41.75897853	67.0833241	52.24619565	55.92906256	54.09290257	48.86460161
1856041_1856251_Os01g0133500	16.07531695	17.7272851	10.57817756	19.56670953	33.47027131	32.93535506	25.56132314	25.17773893	25.42429415	26.0632203	21.71466883	24.54267955	54.29506607	45.23674178	53.47821049	46.33712222
18587316_18587837_Os01g0521200	57.41184625	47.72730604	53.94870555	37.91049971	65.95612288	73.18967792	72.92495132	66.0915647	49.43612751	53.57439729	51.78113337	65.44714547	94.76025681	83.89359385	77.4512014	112.0515865
18607989_18609393_Os01g0521500	316.9133913	304.0911214	323.6922333	298.3923203	169.3201961	164.0668613	142.8426881	156.574064	409.613628	318.5504704	355.7864971	335.4166205	150.5919757	192.4617741	140.149793	117.1065452
18608016_18609391_Os01g0521550	289.3557051	280.909287	297.2467894	240.915111	135.8499247	130.5215923	118.0331686	121.954673	334.7532063	283.79951	277.2796174	343.5975137	117.810049	162.8522704	119.2502625	98.57169636
1869573_1870071_Os01g0133866	227.3509112	256.3638153	234.8355418	277.6026914	152.5850604	160.4073774	134.5728483	142.4115858	146.8959218	153.4834085	183.7395055	225.7926519	98.85799765	87.1835387	102.6535765	97.72920323
18818626_18818864_Os01g0525350	48.22595085	35.4545702	42.31271023	41.57925774	28.54817259	24.39655931	27.81673401	25.17773893	16.94952943	14.47956684	18.37395055	16.36178637	12.29322251	11.514807	20.28483846	16.84986263
18853786_18854425_Os01g0526200	208.9791204	222.2728824	229.546453	245.8067884	146.6785419	129.3017643	149.6089207	158.934477	200.5694316	208.5057624	267.2574626	232.3373664	159.299675	129.1303356	137.0763326	138.1688735
18940531_18940740_Os01g0527600	48.22595085	49.09094336	42.31271023	40.3563384	46.26772799	50.62286056	36.83837747	27.53815196	49.43612751	31.85504704	26.72574626	45.81300183	37.90410273	37.01187964	39.95498485	37.91219091
18961352_18961830_Os01g0527700	304.2827851	270.0001885	255.9918969	221.3484015	508.9450079	511.7178315	505.9638375	506.701996	234.4684905	269.3199431	227.1688432	269.969475	462.5324968	460.5922799	490.5242756	558.572946
19115282_19115998_Os01g0531200	141.2331418	178.6364883	161.8461166	180.9920631	278.5907877	238.4763672	272.9047147	291.9044108	179.3825198	192.5782389	193.7616604	193.0690791	268.9142423	254.9707264	255.097211	284.7626784
19245152_19245482_Os01g0532700	25.26121235	19.09092242	15.86726634	23.23546756	22.64165412	23.17673134	32.32755574	34.61939103	22.59937258	17.3754802	10.02215485	9.81707182	29.19640345	25.49707264	26.43175921	27.80227333
19387077_19387198_Os01g0534700	13.7788431	12.27273584	9.520359802	13.4521128	21.65723438	26.83621524	18.79509055	17.30969552	21.18691179	10.13569678	11.69251399	11.45325046	20.48870418	26.31955885	13.52322564	25.27479394
1941011_1941402_Os01g0135900	2786.771017	2870.456549	2901.594104	2957.018977	1543.570159	1418.659924	1318.663553	1485.486597	2250.050032	2234.197163	3288.937149	2799.501647	1090.51128	1151.4807	1106.445734	1005.936799
19454153_19454661_Os01g0535400	73.4871632	94.09097477	65.58470086	96.61062829	166.3669368	148.8190118	171.4112258	158.1476727	91.80995109	76.74170423	65.1440065	81.80893183	158.7874574	159.5623255	179.4900858	193.7734202
19468249_19469005_Os01g0535900	283.6145205	302.727484	308.8827847	376.6591584	448.8954035	522.0863692	521.7517135	444.544453	211.8691179	192.5782389	257.2353077	222.5202946	370.333328	356.1365307	352.8332508	369.8544846
19477264_19477590_Os01g0536000	130.8990095	99.54552403	116.3599531	102.725225	62.0184439	73.18967792	80.44298753	92.84291231	90.39749031	112.9406213	130.288013	135.8028268	89.12586316	100.3433181	110.0298814	95.20172383
19505310_19505608_Os01g0536400	11.48236925	9.545461209	19.0407196	17.12087084	22.64165412	20.73707541	20.29869779	15.73608683	9.887225502	13.03161015	11.69251399	17.997965	18.43983376	20.56215535	22.74360676	15.16487636
19536_20144_Os01g0100500	314.6169175	365.4548006	341.6751351	311.8444331	577.85439	617.8428644	600.6910938	572.7935607	379.9519515	337.3739073	397.5454756	381.2296223	587.0013746	613.5747158	569.2048611	622.602424
195870_196287_Os01g0103700	40.18829238	30.00002094	192.5228316	37.91049971	41.34562927	71.35993597	57.13707526	48.78186918	36.72398044	49.23052724	38.41826025	39.26828728	44.56293158	56.75154878	48.5606739	42.12465656
19681824_19682152_Os01g0538000	311.1722067	340.9093289	349.0798594	382.7737551	204.7593069	181.7543668	222.5338721	214.7975853	377.1270299	354.7493875	472.7116369	469.5832687	233.5712276	256.6156988	211.4540737	191.2459408
1977422_1977871_Os01g0136800	55.1153724	53.18185531	51.83307003	64.81472531	72.84706109	65.26079615	73.67675494	74.74641246	98.87225502	89.77331438	86.85867534	96.53453956	102.9557385	97.05337327	93.43319535	81.72183373
19826324_19826621_Os01g0539400	612.010281	604.0913308	690.7549945	624.9117855	1045.453769	1196.04132	1184.842508	1081.85597	573.4590791	551.6714964	439.3044541	404.1361232	882.5509324	940.924229	941.0935663	974.7645529
19848102_19848342_Os01g0539900	102.1930863	120.0000838	141.7475793	124.7377732	70.8782216	71.96984995	71.42134407	85.76167324	110.1719413	125.9722315	153.673041	163.6178637	66.58828857	68.26635578	70.68958858	69.08443676
1986198_1986316_Os01g0137232	10.33413233	12.27273584	17.98290185	8.560435418	6.890938211	7.928881775	5.262625353	11.80206512	16.94952943	15.92752352	28.3961054	9.81707182	7.683264066	9.86983457	14.13791772	8.424931313
19911223_19911700_Os01g0541600	136.6401941	124.0909957	113.1864999	74.59808007	146.6785419	155.5280656	137.5800628	136.1171511	124.2965492	91.22127106	86.85867534	91.62600365	155.2019341	161.207298	147.5260979	143.2238323
19961702_19961939_Os01g0541800	70.04245243	68.18186578	60.29561208	70.92932203	51.18982671	51.84268853	54.88166439	47.2082605	48.02366673	46.33461387	40.08861939	45.81300183	33.29414429	31.25447614	40.56967693	50.54958788
2000723_2000962_Os01g0137300	17.22355388	19.09092242	8.462542046	9.783354763	21.65723438	26.22630125	21.80230503	21.24371722	7.06230393	13.03161015	5.011077423	24.54267955	36.36744991	26.31955885	20.89953054	32.85723212
20199585_20199912_Os01g0544700	60.85655703	53.18185531	67.70033637	39.13341905	110.2550114	98.19615121	90.96823824	129.035912	46.61120594	57.91826734	50.11077423	58.90243092	142.396494	139.0001702	135.2322564	121.3190109
2025102_2026177_Os01g0137700	237.6850435	230.4547063	221.083911	185.8837405	79.7379993	123.2026245	72.17314769	140.0511728	214.6940395	214.2975892	392.5343982	297.7845119	280.6952472	152.1599496	176.4166254	214.8357485
20282452_20282603_Os01g0545900	9.1858954	4.090911947	5.289088779	7.337516072	3.937678978	4.879311861	8.26983984	11.01526078	11.29968629	7.239783418	3.340718282	1.636178637	9.219916879	10.69232078	7.99099697	10.10991758
20333757_20334594_Os01g0547000	140.0849049	156.8182913	167.1352054	125.9606926	141.7564432	149.4289258	148.1053135	150.2796293	177.970059	134.6599716	148.6619636	150.5284346	146.4942349	131.5977943	134.0028723	134.798901
2033950_2034609_Os01g0137800	76.93187398	103.636436	111.0708644	55.03137054	63.98728339	74.40950589	65.4069151	68.45197772	96.04733345	108.5967513	105.2326259	93.26218229	151.6164109	105.2782354	91.58911912	127.2164628
2034009_2034609_Os01g0137800	75.78363705	102.2727987	105.7817756	53.8084512	63.00286365	71.35993597	60.89609337	65.30476036	96.04733345	102.8049245	95.21047104	89.98982501	149.5675405	103.633263	86.05689045	126.3739697
2036799_2037241_Os01g0137875	145.8260895	130.9091823	165.0195699	134.521128	107.3017521	111.6142588	107.5079179	99.13734705	120.0591668	157.8272785	162.0248367	165.2540423	102.4435209	108.5681803	95.27727157	111.2090933
2037622_2038001_Os01g0137875	109.0825079	120.0000838	108.9552288	101.5023057	164.3980973	178.0948829	181.1846729	180.9649986	148.3083825	143.3477117	163.6951958	158.7093278	178.7639439	186.7043706	174.5725492	191.2459408
20381726_20381906_Os01g0547500	1.148236925	8.181823893	4.231271023	7.337516072	6.890938211	8.538795757	9.021643462	7.868043416	9.887225502	5.791826734	10.02215485	9.81707182	11.7810049	8.224862142	6.761612821	4.212465656
20383336_20383636_Os01g0547500	14.92708003	8.181823893	20.09853736	11.00627411	31.50143182	27.44612922	33.07935936	36.19299972	9.887225502	18.82343689	13.36287313	19.63414364	25.09866262	30.43198992	42.41375315	35.38471151
20489204_20489833_Os01g0549200	111.3789817	115.9091718	103.6661401	105.1710637	211.6502451	215.2996359	240.577159	215.5843896	79.09780402	112.9406213	115.2547807	116.1686832	232.5467924	242.6334332	248.9502902	268.7553089
20527293_20528163_Os01g0549400	902.5142231	885.0006178	863.1792887	901.2915576	1132.082706	1164.325793	1232.95794	1140.866295	847.4764716	902.0770139	1077.381646	991.5242538	1148.391869	1103.776499	1146.400719	1119.673371
20535282_20535460_Os01g0549600	90.71071708	118.6364465	90.972327	89.27311222	114.1926904	139.670302	109.7633288	111.7262165	101.6971766	117.2844914	128.6176539	134.1666482	138.8109708	117.6155286	137.0763326	129.7439422
20540846_20541366_Os01g0549700	180.2731972	424.0912051	441.1100042	163.8711923	122.0680483	184.1940228	112.0187397	188.0462377	405.3762456	419.9074382	471.0412778	222.5202946	139.3231884	114.3255838	183.1782382	124.6889834
205934_206202_Os01g0103900	34.44710775	55.90912994	199.9275558	51.36261251	125.0213075	153.6983236	145.098099	142.4115858	45.19874515	47.78257056	83.51795706	47.44918046	169.0318095	130.7753081	135.8469485	114.5790659
2061987_2062226_Os01g0138500	34.44710775	42.27275678	27.50326165	25.68130625	17.7195554	27.44612922	30.82394849	26.75134762	18.36199022	46.33461387	25.05538712	26.17885819	24.58644501	32.07696235	26.43175921	26.9597802
20783515_20784021_Os01g0552850	75.78363705	75.00005235	95.20359802	75.82099942	130.927826	155.5280656	166.1486004	128.2491077	72.03550009	95.56514111	88.52903448	106.3516114	127.5421835	157.0948669	178.8753937	160.0736949
20783781_20784018_Os01g0553200	58.56008318	57.27276725	65.58470086	48.91677382	90.56661649	98.19615121	102.9970962	79.46723851	45.19874515	70.94987749	55.12185166	62.17478819	85.54033993	97.05337327	106.3417289	95.20172383
20954109_20954499_Os01g0555800	164.1978803	160.9092032	134.342855	155.3107569	111.2394311	118.9332266	136.0764555	117.2338469	73.44796088	86.87740101	76.83652049	68.71950274	72.73489982	75.6687317	62.08389954	90.14676504
21062785_21062965_Os01g0557200	21.81650158	47.72730604	21.15635512	20.78962887	40.36120952	35.37501099	28.56853763	25.96454327	15.53706865	23.16730694	18.37395055	26.17885819	34.31857949	25.49707264	22.74360676	24.43230081
21166690_21167414_Os01g0558900	471.9253762	439.0912156	419.953649	461.0405932	1174.412755	1210.679256	1257.767459	1124.343404	443.5126868	460.4502254	484.4041509	453.2214823	1087.950192	1178.622745	1032.682685	1172.750439
21183569_21184010_Os01g0559200	129.7507725	129.545545	150.2101213	143.0815634	148.6473814	170.7759151	172.914833	196.7010854	146.8959218	154.9313651	163.6951958	158.7093278	175.1784207	142.2901151	150.5995583	167.6561331
21186843_21187424_Os01g0559300	90.71071708	79.0909643	72.98942515	94.1647896	92.53545598	98.80606519	100.7416853	104.6449774	108.7594805	112.9406213	86.85867534	99.80689683	117.810049	106.1007216	140.7644851	123.0039972
